54851	36.9	120.5667
54824	36.6333	117.95
54830	36.8167	117.9333
54825	36.5167	117.85
54834	36.8667	118.2833
54829	36.7667	117.8667
54833	36.9667	118.0833
54729	37.1667	117.8667
54836	36.1833	118.1667
58024	34.8667	117.5833
58021	34.7833	117.2833
58022	34.75	117.5667
58025	34.5667	117.7333
54927	35.1	117.2
54736	37.4333	118.6667
54732	37.8667	118.5167
54744	37.5833	118.55
54731	37.4833	118.2167
54738	37.05	118.4
54764	37.5	121.25
54766	37.3833	121.6167
54765	37.4833	121.4333
54751	37.9333	120.7333
54753	37.6333	120.3333
54852	36.9667	120.7333
54749	37.1833	119.95
54752	37.8	120.7667
54755	37.3667	120.3833
54759	37.3	120.8333
54863	36.7833	121.1833
54843	36.75	119.2
54835	36.5	118.55
54837	36.6833	118.8333
54831	36.65	118.5
54848	35.9833	119.4167
54832	36.8833	118.7333
54844	36.4167	119.1833
54846	36.3833	119.75
54841	36.8667	119.4
54915	35.4333	116.6
54916	35.5667	116.85
58020	34.8	117.1333
54907	34.9833	116.65
54917	35.1	116.3167
54921	35.4167	116.3333
54912	35.7	116.4833
54920	35.65	117.2833
54910	35.8167	116.05
54918	35.6	116.9667
54919	35.4167	116.9833
54827	36.1667	117.15
54913	35.75	116.8167
54911	35.9333	116.45
54922	35.8833	117.7833
54819	36.1833	116.8
54774	37.4667	122.1333
54777	37.2	122.0667
54778	37.1667	122.4833
54861	36.9333	121.5333
54945	35.4333	119.5333
54940	35.75	119.2
54936	35.5667	118.8333
54938	35.05	118.4
54935	35.5333	118.4333
58034	34.6	118.3167
54932	35.7667	118.65
58030	34.85	118.0667
54929	35.2667	117.9667
54925	35.5167	117.6333
54939	35.1667	118.8167
54923	35.7167	117.9333
58032	34.9333	118.65
54714	37.45	116.3333
54715	37.3167	116.5667
54716	37.6667	116.8
54728	37.7667	117.3833
54712	37.2	116.8167
54812	36.7833	116.75
54718	37.15	116.4333
54803	36.9833	116.0167
54709	37.2167	116.0667
54726	37.7	117.1833
54811	36.9333	116.6167
54806	36.4167	115.9667
54814	36.5833	116.2333
54807	36.1333	115.8
54808	36.2333	115.6333
54815	36.3833	116.2667
54805	36.4833	115.45
54810	36.8667	116.2667
54802	36.8167	115.7333
54734	37.35	118
54730	37.7	118.1333
54725	37.5	117.5333
54723	37.65	117.5667
54722	37.75	117.6333
54737	37.15	118.15
54822	36.8667	117.7333
54906	35.25	115.4167
54909	35.0833	115.55
58002	34.85	115.5833
58011	34.8	116.0667
58003	34.95	115.8833
54914	35.4167	116.0833
54905	35.5833	115.9333
54904	35.5833	115.5167
54908	35.2667	115.1
59287	23.1667	113.3333
59481	22.9333	113.3167
59284	23.3833	113.2167
59285	23.5667	113.6
59294	23.3333	113.8333
59082	24.6667	113.6
59090	24.95	114.0667
57989	25.1	113.7333
59094	24.3667	114.1167
59081	24.7833	113.2667
59097	24.05	114.2
57988	25.15	113.35
57996	25.1333	114.3167
59493	22.5333	114
59488	22.2833	113.5667
59487	22.2333	113.3
59316	23.4	116.6833
59318	23.2667	116.5833
59319	23.4667	116.7667
59324	23.4333	117.0333
59288	23.05	113.1333
59480	22.85	113.25
59279	23.1833	112.8667
59476	22.5333	113.0333
59478	22.25	112.7833
59475	22.4	112.65
59473	22.7667	112.9667
59477	22.1833	112.3
59658	21.15	110.3
59650	21.3833	110.25
59754	20.3333	110.1833
59654	21.6333	110.3
59750	20.9667	110.0667
59656	21.4333	110.7667
59659	21.75	110.9167
59664	21.5333	110.9833
59653	21.9333	110.85
59655	21.65	110.6167
59456	22.35	110.9333
59278	23.0333	112.45
59271	23.6333	112.4333
59270	23.9167	112.1833
59264	23.4	111.5
59269	23.15	111.7667
59276	23.35	112.65
59298	23.0833	114.4167
59297	23.1833	114.2833
59492	22.9667	114.7333
59290	23.7333	114.2333
59117	24.2667	116.1
59116	24.3333	116.7
59310	23.7667	116.1833
59303	23.9333	115.7667
59106	24.5833	115.9
59114	24.65	116.1667
59109	24.15	115.7333
59501	22.8	115.3667
59500	22.9667	115.3167
59502	22.95	115.65
59293	23.8	114.7333
59304	23.6333	115.1833
59107	24.1	115.25
59096	24.3667	114.4833
59099	24.45	114.9333
59663	21.8333	111.9667
59469	22.1667	111.7833
59280	23.7167	113.0833
59087	23.8833	113.5167
59075	24.4833	112.6333
59074	24.5667	112.15
59071	24.7333	112.2833
59088	24.1833	113.4167
59072	24.8	112.3667
59289	22.9667	113.7333
59485	22.5	113.4
59312	23.6667	116.6333
59313	23.6833	116.9833
59315	23.5833	116.4
59306	23.45	115.85
59317	23.0333	116.3
59314	23.3	116.1333
59471	22.9333	112.05
59470	22.7167	112.2167
59268	23.25	111.5333
59462	22.7	111.6
59432	22.8	108.4
59431	22.6333	108.2167
59435	22.7667	108.4833
59237	23.1667	108.2833
59229	23.1833	107.7
59230	23.7167	108.1667
59235	23.4333	108.6167
59238	23.2167	108.8
59441	22.7	109.25
59046	24.35	109.4
59047	24.25	109.3333
59041	24.65	109.25
59045	24.4833	109.75
57947	25.2167	109.4
57948	25.0833	109.25
57941	25.7833	109.6
57957	25.3167	110.3
57958	25.0833	110.3167
57954	25.2333	110.1833
59051	24.7667	110.5
57956	25.4167	110.3167
57960	25.9333	111.0667
57955	25.6167	110.6667
57949	24.9833	110
57964	25.5	111.15
57942	25.8	110
57859	26.0333	110.6333
59053	24.6167	110.6667
59052	24.8333	110.8167
59055	24.5	110.4
59265	23.4833	111.3
59266	23.4167	111.2333
59256	23.3667	110.9167
59058	24.2	110.5167
59454	22.9167	111
59647	21.0333	109.1
59644	21.45	109.1333
59640	21.6667	109.1833
59635	21.6167	108.35
59631	21.7833	108.35
59429	22.15	107.9667
59626	21.5333	107.9667
59632	21.95	108.6167
59446	22.4167	109.3
59448	22.2667	109.55
59249	23.1167	109.6167
59255	23.55	110.3833
59254	23.4	110.0833
59453	22.65	110.1667
59452	22.85	110.5333
59457	22.3167	110.2667
59449	22.3	109.9833
59451	22.7	110.35
59211	23.9	106.6
59213	23.7333	106.9167
59224	23.6	107.1167
59215	23.3333	106.6167
59209	23.4167	105.8333
59015	24.35	106.5667
59012	24.7833	106.55
59017	24.2667	106.2667
59004	24.5	105.1
59001	24.7833	105.3333
59218	23.1333	106.4167
59228	23.3167	107.5833
59065	24.4167	111.5333
59059	24.1833	110.8
59064	24.55	111.3167
59061	24.8167	111.2667
59023	24.7	108.0333
59034	24.4833	108.6667
59022	24.9833	107.55
57927	24.9667	107.1833
59021	24.55	107.0333
59025	24.5333	107.3833
59033	24.7833	108.9
59031	24.8333	108.25
59027	24.1333	107.25
59037	23.9333	108.1
59242	23.75	109.2333
59038	24.0667	108.65
59241	23.9667	109.6833
59246	23.6	109.6667
59057	24.1333	110.1833
59425	22.4	107.35
59426	22.6333	107.9
59427	22.1167	107.0667
59417	22.3333	106.85
59421	22.8333	107.2
59227	23.0833	107.15
59419	22.1	106.75
59758	20	110.25
59757	20	110.3667
59948	18.2167	109.5833
59845	19.5167	109.5833
59941	18.7667	109.5167
59855	19.2333	110.4667
59856	19.6167	110.75
59951	18.8	110.3333
59838	19.1	108.6167
59851	19.7	110.3333
59854	19.3667	110.1
59843	19.7333	110
59842	19.9	109.6833
59848	19.2333	109.4333
59847	19.2667	109.05
59940	18.75	109.1667
59954	18.5	110.0333
59945	18.65	109.7
59849	19.0333	109.8333
